-7.1057e-05,2.6164e-05,0.00011951,5.801e-05,-9.7554e-05,-0.00014152
-0.00028099,0.00010383,0.00047312,0.00022936,-0.00038715,-0.00056048
-0.00062495,0.00023176,0.0010534,0.00051002,-0.00086418,-0.0012484
-0.0010981,0.00040871,0.001853,0.00089597,-0.0015241,-0.002197
-0.0016955,0.00063346,0.0028646,0.0013832,-0.0023622,-0.0033977
-0.0024125,0.00090475,0.0040807,0.0019677,-0.003374,-0.0048422
-0.0032442,0.0012214,0.005494,0.0026455,-0.0045548,-0.0065221
-0.0041857,0.0015821,0.0070971,0.0034125,-0.0059002,-0.0084291
-0.0052323,0.0019857,0.0088828,0.0042649,-0.0074055,-0.010555
-0.0063792,0.0024309,0.010844,0.0051985,-0.0090662,-0.012891
-0.0076217,0.0029165,0.012973,0.0062096,-0.010878,-0.015429
-0.008955,0.0034414,0.015262,0.0072941,-0.012835,-0.018161
-0.010374,0.0040042,0.017705,0.0084481,-0.014935,-0.021079
-0.011875,0.0046039,0.020295,0.0096677,-0.017172,-0.024175
-0.013453,0.0052392,0.023023,0.010949,-0.019541,-0.027439
-0.015103,0.0059088,0.025884,0.012288,-0.022039,-0.030865
-0.016821,0.0066117,0.028869,0.013681,-0.02466,-0.034445
-0.018601,0.0073467,0.031973,0.015125,-0.027401,-0.03817
-0.020441,0.0081125,0.035187,0.016615,-0.030257,-0.042032
-0.022334,0.0089081,0.038506,0.018147,-0.033223,-0.046024
-0.024277,0.0097322,0.041921,0.019719,-0.036295,-0.050137
-0.026266,0.010584,0.045427,0.021326,-0.039469,-0.054365
-0.028296,0.011462,0.049017,0.022964,-0.04274,-0.058699
-0.030362,0.012365,0.052683,0.02463,-0.046104,-0.063131
-0.032461,0.013292,0.056419,0.026321,-0.049557,-0.067655
-0.034588,0.014242,0.060219,0.028032,-0.053094,-0.072263
-0.03674,0.015213,0.064076,0.029761,-0.056712,-0.076948
-0.038911,0.016206,0.067983,0.031503,-0.060405,-0.081702
-0.041099,0.017218,0.071935,0.033256,-0.06417,-0.086517
-0.0433,0.018249,0.075925,0.035016,-0.068003,-0.091388
-0.045508,0.019298,0.079946,0.036779,-0.071899,-0.096307
-0.047722,0.020363,0.083992,0.038542,-0.075854,-0.10127
-0.049936,0.021444,0.088058,0.040303,-0.079865,-0.10626
-0.052147,0.022539,0.092137,0.042057,-0.083927,-0.11128
-0.054352,0.023648,0.096223,0.043801,-0.088036,-0.11632
-0.056547,0.024769,0.10031,0.045533,-0.092188,-0.12138
-0.058729,0.025902,0.1044,0.04725,-0.096379,-0.12644
-0.060894,0.027046,0.10847,0.048947,-0.10061,-0.13151
-0.063039,0.028199,0.11253,0.050623,-0.10486,-0.13657
-0.06516,0.029362,0.11656,0.052275,-0.10915,-0.14162
-0.067255,0.030532,0.12058,0.053899,-0.11346,-0.14666
-0.069321,0.031709,0.12456,0.055492,-0.11779,-0.15167
-0.071354,0.032892,0.1285,0.057053,-0.12214,-0.15665
-0.073351,0.03408,0.1324,0.058577,-0.1265,-0.1616
-0.07531,0.035273,0.13625,0.060063,-0.13086,-0.16651
-0.077228,0.03647,0.14005,0.061509,-0.13524,-0.17138
-0.079103,0.037669,0.1438,0.06291,-0.13961,-0.1762
-0.080931,0.038871,0.14748,0.064266,-0.14399,-0.18096
-0.08271,0.040073,0.1511,0.065573,-0.14836,-0.18566
-0.084439,0.041276,0.15465,0.066829,-0.15272,-0.1903
-0.086114,0.042479,0.15812,0.068033,-0.15707,-0.19486
-0.087733,0.043681,0.16151,0.069181,-0.1614,-0.19936
-0.089294,0.044881,0.16482,0.070271,-0.16572,-0.20377
-0.090796,0.046079,0.16805,0.071302,-0.17001,-0.2081
-0.092236,0.047274,0.17118,0.072271,-0.17428,-0.21235
-0.093612,0.048465,0.17421,0.073177,-0.17852,-0.2165
-0.094923,0.049652,0.17715,0.074018,-0.18273,-0.22056
-0.096166,0.050834,0.17999,0.074791,-0.18691,-0.22452
-0.097342,0.05201,0.18272,0.075495,-0.19105,-0.22837
-0.098447,0.053181,0.18534,0.076128,-0.19515,-0.23213
-0.09948,0.054344,0.18785,0.076689,-0.19921,-0.23577
-0.10044,0.055501,0.19024,0.077176,-0.20322,-0.2393
-0.10133,0.056649,0.19251,0.077588,-0.20719,-0.24271
-0.10214,0.05779,0.19467,0.077923,-0.2111,-0.246
-0.10287,0.058922,0.19669,0.078179,-0.21496,-0.24918
-0.10353,0.060044,0.1986,0.078356,-0.21876,-0.25223
-0.10411,0.061157,0.20037,0.078453,-0.22251,-0.25515
-0.10462,0.06226,0.20201,0.078467,-0.22619,-0.25795
-0.10504,0.063353,0.20352,0.078399,-0.22981,-0.26061
-0.10538,0.064435,0.20489,0.078247,-0.23336,-0.26314
-0.10564,0.065505,0.20613,0.07801,-0.23685,-0.26554
-0.10583,0.066564,0.20722,0.077687,-0.24027,-0.26779
-0.10593,0.067611,0.20817,0.077278,-0.24361,-0.26992
-0.10595,0.068646,0.20898,0.076781,-0.24688,-0.2719
-0.10589,0.069668,0.20965,0.076197,-0.25007,-0.27373
-0.10575,0.070677,0.21016,0.075524,-0.25318,-0.27543
-0.10553,0.071673,0.21053,0.074762,-0.25621,-0.27698
-0.10522,0.072656,0.21076,0.073911,-0.25916,-0.27839
-0.10484,0.073625,0.21083,0.07297,-0.26202,-0.27965
-0.10437,0.074581,0.21075,0.071939,-0.2648,-0.28077
-0.10383,0.075522,0.21052,0.070818,-0.26749,-0.28174
-0.10321,0.07645,0.21014,0.069606,-0.27009,-0.28256
-0.10251,0.077362,0.2096,0.068304,-0.2726,-0.28324
-0.10173,0.078261,0.20891,0.066911,-0.27501,-0.28377
-0.10087,0.079145,0.20807,0.065427,-0.27733,-0.28415
-0.09994,0.080014,0.20708,0.063853,-0.27956,-0.28438
-0.098933,0.080868,0.20593,0.062188,-0.28169,-0.28447
-0.097851,0.081707,0.20462,0.060434,-0.28371,-0.28441
-0.096696,0.082531,0.20317,0.05859,-0.28564,-0.2842
-0.09547,0.08334,0.20156,0.056656,-0.28747,-0.28385
-0.094173,0.084134,0.19979,0.054634,-0.2892,-0.28335
-0.092806,0.084913,0.19788,0.052523,-0.29082,-0.28271
-0.091372,0.085676,0.19581,0.050324,-0.29234,-0.28193
-0.089871,0.086425,0.19359,0.048037,-0.29375,-0.281
-0.088305,0.087158,0.19122,0.045665,-0.29506,-0.27994
-0.086676,0.087876,0.1887,0.043206,-0.29626,-0.27873
-0.084985,0.088579,0.18603,0.040662,-0.29735,-0.27739
-0.083234,0.089267,0.18322,0.038034,-0.29834,-0.27591
-0.081425,0.08994,0.18026,0.035323,-0.29921,-0.2743
-0.07956,0.090598,0.17715,0.03253,-0.29998,-0.27255
-0.077641,0.091241,0.1739,0.029655,-0.30063,-0.27068
-0.075669,0.091869,0.17051,0.0267,-0.30118,-0.26867
-0.073647,0.092483,0.16697,0.023666,-0.30161,-0.26654
-0.071576,0.093082,0.1633,0.020555,-0.30194,-0.26428
-0.069459,0.093667,0.15949,0.017367,-0.30215,-0.2619
-0.067298,0.094237,0.15555,0.014103,-0.30225,-0.2594
-0.065096,0.094794,0.15147,0.010766,-0.30224,-0.25678
-0.062854,0.095336,0.14726,0.0073564,-0.30211,-0.25405
-0.060574,0.095864,0.14293,0.0038757,-0.30187,-0.2512
-0.05826,0.096379,0.13846,0.00032555,-0.30153,-0.24825
-0.055913,0.096881,0.13387,-0.0032925,-0.30106,-0.24519
-0.053536,0.097369,0.12916,-0.0069769,-0.30049,-0.24202
-0.051132,0.097844,0.12433,-0.010726,-0.29981,-0.23875
-0.048702,0.098306,0.11938,-0.014538,-0.29901,-0.23539
-0.04625,0.098755,0.11432,-0.018411,-0.2981,-0.23192
-0.043778,0.099192,0.10915,-0.022344,-0.29708,-0.22837
-0.041288,0.099617,0.10387,-0.026335,-0.29595,-0.22473
-0.038783,0.10003,0.098478,-0.030381,-0.29471,-0.221
-0.036266,0.10043,0.092986,-0.034481,-0.29336,-0.21719
-0.033739,0.10082,0.087393,-0.038634,-0.2919,-0.2133
-0.031205,0.1012,0.081703,-0.042836,-0.29033,-0.20933
-0.028666,0.10156,0.075919,-0.047086,-0.28865,-0.2053
-0.026126,0.10192,0.070044,-0.051383,-0.28687,-0.20119
-0.023587,0.10226,0.064081,-0.055723,-0.28498,-0.19702
-0.021051,0.1026,0.058033,-0.060106,-0.28298,-0.19279
-0.018522,0.10292,0.051904,-0.064528,-0.28088,-0.1885
-0.016001,0.10324,0.045697,-0.068988,-0.27867,-0.18415
-0.013493,0.10354,0.039414,-0.073483,-0.27636,-0.17975
-0.010998,0.10383,0.033061,-0.078012,-0.27395,-0.17531
-0.0085211,0.10412,0.026639,-0.082571,-0.27143,-0.17082
-0.0060635,0.1044,0.020154,-0.08716,-0.26882,-0.1663
-0.0036284,0.10466,0.013607,-0.091775,-0.2661,-0.16173
-0.0012183,0.10492,0.0070031,-0.096414,-0.26329,-0.15714
0.0011641,0.10517,0.00034547,-0.10108,-0.26038,-0.15251
0.0035162,0.10542,-0.0063622,-0.10576,-0.25738,-0.14787
0.0058353,0.10565,-0.013116,-0.11046,-0.25428,-0.1432
0.0081189,0.10588,-0.019913,-0.11517,-0.25109,-0.13851
0.010364,0.1061,-0.026749,-0.1199,-0.24781,-0.13381
0.012569,0.10631,-0.03362,-0.12463,-0.24443,-0.1291
0.014731,0.10652,-0.040523,-0.12938,-0.24097,-0.12439
0.016847,0.10672,-0.047454,-0.13413,-0.23742,-0.11967
0.018915,0.10691,-0.054408,-0.13888,-0.23378,-0.11495
0.020932,0.10709,-0.061384,-0.14363,-0.23006,-0.11024
0.022897,0.10727,-0.068375,-0.14839,-0.22626,-0.10554
0.024806,0.10745,-0.07538,-0.15314,-0.22237,-0.10085
0.026658,0.10762,-0.082393,-0.15788,-0.21841,-0.09618
0.02845,0.10778,-0.089412,-0.16261,-0.21436,-0.091528
0.030179,0.10794,-0.096432,-0.16734,-0.21025,-0.0869
0.031845,0.10809,-0.10345,-0.17205,-0.20605,-0.082299
0.033444,0.10824,-0.11046,-0.17674,-0.20179,-0.077728
0.034974,0.10838,-0.11746,-0.18141,-0.19745,-0.073192
